"X","taxon_name","genus","family","leaf_length","seed_width","seed_length","plant_height","leaf_width","seed_height","leaf_area","wood_density","leaf_thickness","leaf_mass_per_area","leaf_N_per_dry_mass","seed_dry_mass","leaf_P_per_dry_mass","leaf_C_per_dry_mass","huber_value","plant_diameter_breast_height","leaf_lifespan","MAT","MAP","n_cells"
15239,"Micromyrtus placoides","Micromyrtus","Myrtaceae",1.75,NA,NA,2.3,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15240,"Micromyrtus redita","Micromyrtus","Myrtaceae",1.8,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15241,"Micromyrtus serrulata","Micromyrtus","Myrtaceae",2.55,NA,NA,1.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15242,"Micromyrtus stenocalyx","Micromyrtus","Myrtaceae",2.15,NA,2,1.5,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8368889944894,221.904761904762,21
15243,"Micromyrtus sulphurea","Micromyrtus","Myrtaceae",3,0.6,1.4,1.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1548937435808,252.810344827586,58
15244,"Micromyrtus triptycha","Micromyrtus","Myrtaceae",4,0.75,1.65,1.2,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8759575451122,347.039215686275,51
15245,"Oxymyrrhine cordata","Oxymyrrhine","Myrtaceae",3,0.3,0.7,1,3.15,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2940006256104,375,1
15246,"Oxymyrrhine coronata","Oxymyrrhine","Myrtaceae",5.25,0.425,0.7,0.8,2.25,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.291166305542,693,1
15247,"Oxymyrrhine gracilis","Oxymyrrhine","Myrtaceae",6.5,0.375,0.7,1,0.65,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4177616581772,556.878787878788,33
15248,"Oxymyrrhine plicata","Oxymyrrhine","Myrtaceae",2.25,0.3,0.7,0.7,1.05,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15249,"Micromyrtus arenicola","Micromyrtus","Myrtaceae",3.1,0.75,1.7,1.4,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2860996246338,332.4,10
15250,"Micromyrtus collina","Micromyrtus","Myrtaceae",6.75,0.7,1.8,1.5,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8691673278809,636,1
15251,"Micromyrtus greeniana","Micromyrtus","Myrtaceae",5.5,0.6,1.8,1.7,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15252,"Micromyrtus mucronulata","Micromyrtus","Myrtaceae",4.5,0.7,1.9,1.5,0.65,NA,NA,NA,NA,NA,NA,0.999,NA,NA,NA,NA,NA,NA,NA,NA
15253,"Micromyrtus prochytes","Micromyrtus","Myrtaceae",3,0.85,2.25,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8089374303818,272.4375,16
15254,"Micromyrtus racemosa","Micromyrtus","Myrtaceae",2.9,0.7,1.6,3,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5026745125651,335.40625,128
15255,"Micromyrtus rubricalyx","Micromyrtus","Myrtaceae",4.5,0.6,1.6,1.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15256,"Micromyrtus trudgenii","Micromyrtus","Myrtaceae",4.75,0.65,1.7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15257,"Hypocalymma connatum","Hypocalymma","Myrtaceae",6.5,0.5,1.05,0.4,1.25,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15258,"Hypocalymma cordifolium","Hypocalymma","Myrtaceae",10.5,0.55,1.2,2,11.8,0.65,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,15.6735754833427,958.978494623656,93
15259,"Hypocalymma minus","Hypocalymma","Myrtaceae",5.5,0.5,0.95,0.5,5.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9764642715454,1093.33333333333,21
15260,"Hypocalymma myrtifolium","Hypocalymma","Myrtaceae",27.5,0.55,1.35,0.8,11,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0732498168945,718,2
15261,"Hypocalymma phillipsii","Hypocalymma","Myrtaceae",27.5,0.55,1.45,1,14,1,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA
15262,"Hypocalymma speciosum","Hypocalymma","Myrtaceae",11,0.5,1.65,0.7,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0740195442648,465.176470588235,17
15263,"Hypocalymma verticillare","Hypocalymma","Myrtaceae",4.5,0.4,1.2,0.8,2.05,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9316663742065,988,1
15264,"Calytrix hislopii","Calytrix","Myrtaceae",5.5,NA,NA,1,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8425006866455,238,1
15265,"Calytrix patrickiae","Calytrix","Myrtaceae",3.75,0.425,2.35,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0163326263428,353,1
15266,"Calytrix sagei","Calytrix","Myrtaceae",3,NA,NA,0.4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15267,"Calytrix viscida","Calytrix","Myrtaceae",3.25,0.75,3.5,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15268,"Calytrix watsonii","Calytrix","Myrtaceae",2.5,1.25,3.5,1.4,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15269,"Astartea affinis","Astartea","Myrtaceae",8.75,0.5,1,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9241439183553,834.933333333333,45
15270,"Astartea arbuscula","Astartea","Myrtaceae",3.5,0.475,0.65,0.5,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0049362977346,978.25,24
15271,"Astartea aspera","Astartea","Myrtaceae",6.75,0.6,1,1,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9435001936826,477.454545454545,44
15272,"Astartea astarteoides","Astartea","Myrtaceae",4,0.425,0.75,1.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.846416745867,631.357142857143,14
15273,"Astartea cicatricosa","Astartea","Myrtaceae",12.5,0.45,1.1,1.2,0.85,NA,NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,NA,16.6100427627563,479.24,25
15274,"Astartea corniculata","Astartea","Myrtaceae",3.5,0.475,0.725,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15275,"Astartea decemcostata","Astartea","Myrtaceae",10,0.5,0.75,1.8,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.710000038147,524,1
15276,"Astartea eobalta","Astartea","Myrtaceae",8.5,0.45,0.9,2.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15277,"Astartea fascicularis","Astartea","Myrtaceae",8.5,0.375,0.95,1.5,0.5,NA,NA,NA,NA,NA,NA,3.87,NA,NA,NA,NA,NA,16.4426418881084,829.539534883721,215
15278,"Astartea glomerulosa","Astartea","Myrtaceae",3.5,0.4,0.85,1,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2098461234051,793.695652173913,93
15279,"Astartea granitica","Astartea","Myrtaceae",11,0.6,1,3.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6931667327881,1062,1
15280,"Astartea laricifolia","Astartea","Myrtaceae",7.75,0.45,0.65,5,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15281,"Astartea leptophylla","Astartea","Myrtaceae",12.2,0.475,0.9,5,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15282,"Astartea middletonii","Astartea","Myrtaceae",12.5,0.45,0.75,2.5,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1673336029053,1163,1
15283,"Astartea montana","Astartea","Myrtaceae",5.75,0.5,0.925,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6072165489197,485.9,10
15284,"Astartea muricata","Astartea","Myrtaceae",5.5,0.425,0.7,1,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15285,"Astartea onycis","Astartea","Myrtaceae",7.75,0.425,0.7,1.5,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15286,"Astartea reticulata","Astartea","Myrtaceae",5.75,0.4,1.05,1.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7299995422363,574,1
15287,"Astartea schaueri","Astartea","Myrtaceae",6.38,0.575,1.05,2,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0925105965656,1062.13043478261,23
15288,"Astartea scoparia","Astartea","Myrtaceae",7,0.475,0.75,3,0.5,NA,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,NA,NA,NA,NA
15289,"Astartea transversa","Astartea","Myrtaceae",2.12,0.5,0.6,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15290,"Astartea zephyra","Astartea","Myrtaceae",6,0.45,1.1,1.5,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3364035288493,891.944444444444,18
15291,"Abutilon oxycarpum var. incanum","Abutilon","Malvaceae",60,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15292,"Achillea tomentosa","Achillea","Asteraceae",65,NA,NA,0.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4228329658508,688,2
15293,"Achnophora tatei","Achnophora","Asteraceae",37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,NA,NA,NA,NA,NA,NA,NA,NA
15294,"Acrotriche fasciculiflora","Acrotriche","Ericaceae",9.5,NA,NA,1.5,3,NA,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA,14.1730999708176,891.275,40
15295,"Acrotriche halmaturina","Acrotriche","Ericaceae",8.5,NA,NA,0.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15296,"Acrotriche patula","Acrotriche","Ericaceae",11,NA,NA,1.2,5.5,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,16.6099023257985,401.76,427
15297,"Adenanthos macropodiana","Adenanthos","Proteaceae",11.2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15298,"Adriana tomentosa var. hookeri","Adriana","Euphorbiaceae",45,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15299,"Adriana klotzschii","Adriana","Euphorbiaceae",57.5,NA,NA,3,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15300,"Aeonium arboreum","Aeonium","Crassulaceae",70,NA,NA,1.2,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0030551309939,683.185185185185,54
15301,"Agrostemma githago","Agrostemma","Caryophyllaceae",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0141091346741,819.75,4
15302,"Lachnagrostis perennis","Lachnagrostis","Poaceae",NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1353769832187,676.777777777778,144
15303,"Agrostis limitanea","Agrostis","Poaceae",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15304,"Albizia lophantha","Albizia","Fabaceae",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15305,"Allium paniculatum","Allium","Alliaceae",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0874996185303,879,1
15306,"Alyogyne pinoniana","Alyogyne","Malvaceae",35,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2.45,NA,NA,NA,NA,NA,NA,NA,NA
15307,"Amaranthus albus","Amaranthus","Amaranthaceae",12.5,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6825061151159,628.321637426901,171
15308,"Amaranthus caudatus","Amaranthus","Amaranthaceae",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7702790773832,679.038461538462,26
15309,"Amaranthus cruentus","Amaranthus","Amaranthaceae",60,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8576001167297,754.5,20
15310,"Amaranthus deflexus","Amaranthus","Amaranthaceae",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6927317460378,690.283333333333,60
15311,"Amaranthus graecizans","Amaranthus","Amaranthaceae",30,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7341665540423,537.285714285714,7
15312,"Amaranthus interruptus","Amaranthus","Amaranthaceae",23,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,23.5778615484933,537.24034334764,234
15313,"Amphibolis griffithii","Amphibolis","Cymodoceaceae",66.2,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8401751310929,582.913043478261,25
15314,"Lysimachia minima","Lysimachia","Primulaceae",4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0070237555699,738.216374269006,171
15315,"Anchusa capensis","Anchusa","Boraginaceae",145,NA,NA,0.5,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2400763375419,690.857142857143,16
15316,"Angianthus conocephalus","Angianthus","Asteraceae",10,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1932230324581,213.655172413793,58
15317,"Angianthus glabratus","Angianthus","Asteraceae",16,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7364519210089,234.047619047619,21
15318,"Anthobolus leptomerioides","Anthobolus","Santalaceae",NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,56.1,NA,NA,NA,NA,NA,23.3274479967803,363.276679841897,253
15319,"Anthocercis angustifolia","Anthocercis","Solanaceae",26,NA,NA,2.5,3.25,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,NA,15.328342543708,628.666666666667,18
15320,"Anthocercis anisantha","Anthocercis","Solanaceae",12.2,NA,NA,3,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5684520630609,317.309523809524,84
15321,"Apium annuum","Apium","Apiaceae",30,NA,NA,15,30,NA,NA,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,15.7077348336628,513.858585858586,299
15322,"Aponogeton distachyos","Aponogeton","Aponogetonaceae",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4793956929987,877.290909090909,55
15323,"Arabidella filifolia","Arabidella","Brassicaceae",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.193,NA,NA,NA,NA,NA,17.8996541558242,265.536585365854,41
15324,"Arabidella glaucescens","Arabidella","Brassicaceae",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,NA,21.2407311493496,187.660377358491,106
15325,"Araujia hortorum","Araujia","Apocynaceae",75,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15326,"Arbutus unedo","Arbutus","Ericaceae",50,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8108916085614,948.330578512397,121
15327,"Argyranthemum frutescens subsp. foeniculaceum","Argyranthemum","Asteraceae",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15328,"Argyranthemum frutescens subsp. frutescens","Argyranthemum","Asteraceae",13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15329,"Argyranthemum frutescens","Argyranthemum","Asteraceae",45,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2308722801928,711.754716981132,54
15330,"Arisarum vulgare","Arisarum","Araceae",70,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5096044540405,811.348837209302,43
15331,"Arum italicum","Arum","Araceae",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4738767471313,938.736,125
15332,"Asclepias rotundifolia","Asclepias","Apocynaceae",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15333,"Asperula syrticola","Asperula","Rubiaceae",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2541204028659,489.388888888889,18
15334,"Asteridea athrixioides","Asteridea","Asteraceae",25,NA,NA,0.2,2,NA,NA,NA,NA,NA,NA,0.0453,NA,NA,NA,NA,NA,17.2810296248645,329.6171875,512
15335,"Asterolasia muricata","Asterolasia","Rutaceae",10.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4.18,NA,NA,NA,NA,NA,15.4554999669393,639.666666666667,4
15336,"Atriplex acutibractea subsp. acutibractea","Atriplex","Chenopodiaceae",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15337,"Atriplex acutibractea subsp. karoniensis","Atriplex","Chenopodiaceae",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15338,"Atriplex cordifolia","Atriplex","Chenopodiaceae",12.5,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0802180216863,159.576923076923,26
15339,"Atriplex cryptocarpa","Atriplex","Chenopodiaceae",6,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5838094438825,177.392857142857,28
15340,"Atriplex eichleri","Atriplex","Chenopodiaceae",12.5,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,0.914,NA,NA,NA,NA,NA,19.1936518725227,223.264705882353,34
15341,"Atriplex incrassata","Atriplex","Chenopodiaceae",17.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,21.4582873571487,164.971428571429,105
15342,"Atriplex kochiana","Atriplex","Chenopodiaceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,5.17,NA,NA,NA,NA,NA,20.3978435993195,173.6875,16
15343,"Atriplex nummularia subsp. omissa","Atriplex","Chenopodiaceae",15,NA,NA,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15344,"Atriplex nummularia subsp. spathulata","Atriplex","Chenopodiaceae",17.5,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15345,"Atriplex paludosa subsp. cordata","Atriplex","Chenopodiaceae",20,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15346,"Atriplex paludosa subsp. paludosa","Atriplex","Chenopodiaceae",22.5,NA,NA,1.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15347,"Atriplex papillata","Atriplex","Chenopodiaceae",15,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,0.218,NA,NA,NA,NA,NA,17.0745847733294,307.934426229508,61
15348,"Atriplex quadrivalvata","Atriplex","Chenopodiaceae",7.5,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7031765732111,230.607843137255,51
15349,"Atriplex vesicaria subsp. appendiculata","Atriplex","Chenopodiaceae",10,NA,NA,0.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15350,"Atriplex vesicaria subsp. calcicola","Atriplex","Chenopodiaceae",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15351,"Atriplex vesicaria subsp. macrocystidia","Atriplex","Chenopodiaceae",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15352,"Atriplex vesicaria subsp. variabilis","Atriplex","Chenopodiaceae",12.5,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15353,"Avellinia festucoides","Avellinia","Poaceae",NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9167018045731,464.799037304452,832
15354,"Hysterobaeckea tuberculata","Hysterobaeckea","Myrtaceae",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,20.3699260287815,208.222222222222,9
15355,"Bergia ammannioides","Bergia","Elatinaceae",19,NA,NA,0.5,6.5,NA,NA,NA,NA,NA,NA,0.0208,NA,NA,NA,NA,NA,24.2444649160954,387.078947368421,114
15356,"Bergia perennis","Bergia","Elatinaceae",6.5,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0989600939628,322.282051282051,117
15357,"Berkheya rigida","Berkheya","Asteraceae",65,NA,NA,0.65,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6741546312968,592.816666666667,61
15358,"Bertya rotundifolia","Bertya","Euphorbiaceae",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9798336029053,667,1
15359,"Beyeria subtecta","Beyeria","Euphorbiaceae",6.5,NA,NA,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15360,"Bifora testiculata","Bifora","Apiaceae",NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4189332485199,802.95,20
15361,"Billardiera uniflora","Billardiera","Pittosporaceae",32,NA,NA,1,5,NA,NA,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,14.5974807450266,822.787878787879,33
15362,"Blackstonia perfoliata","Blackstonia","Gentianaceae",16.5,NA,NA,0.25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4574757258097,655.333333333333,15
15363,"Boerhavia schomburgkiana","Boerhavia","Nyctaginaceae",17.5,NA,NA,0.5,9,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,22.1544443026994,306.341085271318,387
15364,"Bonamia rosea","Bonamia","Convolvulaceae",11,NA,NA,0.7,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8067628120889,344.234693877551,98
15365,"Boronia edwardsii","Boronia","Rutaceae",5.25,NA,NA,0.5,2.5,NA,NA,NA,NA,NA,NA,1.77,NA,NA,NA,NA,NA,14.1091332435608,865.5,10
15366,"Boronia inornata","Boronia","Rutaceae",2.75,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.516371855196,362.974056603774,424
15367,"Brachyscome blackii","Brachyscome","Asteraceae",12.5,NA,NA,0.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2562918133206,304.472222222222,36
15368,"Brachyscome breviscapis","Brachyscome","Asteraceae",12.5,NA,NA,0.02,1.5,NA,NA,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,17.1631669998169,349.25,4
15369,"Brachyscome campylocarpa","Brachyscome","Asteraceae",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,21.8180902798971,191.833333333333,24
15370,"Brachyscome cuneifolia","Brachyscome","Asteraceae",45,NA,NA,0.6,10,NA,NA,NA,NA,NA,NA,0.355,NA,NA,NA,NA,NA,15.3793237890516,511.714285714286,28
15371,"Brachyscome muelleri","Brachyscome","Asteraceae",70,NA,NA,0.2,12.5,NA,NA,NA,NA,NA,NA,0.141,NA,NA,NA,NA,NA,NA,NA,NA
15372,"Brachyscome tatei","Brachyscome","Asteraceae",20,NA,NA,0.2,7,NA,NA,NA,NA,NA,NA,0.171,NA,NA,NA,NA,NA,17.3461246490479,243.555555555556,9
15373,"Brachyscome tesquorum","Brachyscome","Asteraceae",35,NA,NA,0.45,3.5,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,NA,21.5421092705648,301.737704918033,122
15374,"Allittia uliginosa","Allittia","Asteraceae",40,NA,NA,0.35,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15375,"Brachyscome xanthocarpa","Brachyscome","Asteraceae",10.5,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,0.143,NA,NA,NA,NA,NA,17.0702667236328,336.8,5
15376,"Brassica elongata","Brassica","Brassicaceae",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4131669998169,317.5,2
15377,"Brassica x napus","Brassica","Brassicaceae",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15378,"Bulbostylis turbinata","Bulbostylis","Cyperaceae",NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,0.0827,NA,NA,NA,NA,NA,23.7544658844729,344.481927710843,83
15379,"Bupleurum semicompositum","Bupleurum","Apiaceae",20,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7333220834807,373.272965879265,381
15380,"Caladenia bicalliata","Caladenia","Orchidaceae",125,NA,NA,0.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0835048811776,529.339285714286,56
15381,"Caladenia cardiochila","Caladenia","Orchidaceae",75,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4517143866595,478.576470588235,170
15382,"Caladenia prolata","Caladenia","Orchidaceae",NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3415888703388,734.391304347826,92
